State,Cancer Type,Mortality Rate
North Dakota,Ovary / Female,5.3
North Dakota,Ovary / Male,n/a
North Dakota,Pancreas / Both sexes combined,9.8
North Dakota,Pancreas / Female,7.9
North Dakota,Pancreas / Male,12.1
North Dakota,Prostate / Both sexes combined,19.8
North Dakota,Prostate / Female,n/a
North Dakota,Prostate / Male,19.8
North Dakota,Stomach / Both sexes combined,2.6
North Dakota,Stomach / Female,2.1
North Dakota,Stomach / Male,3.2
North Dakota,Testis / Both sexes combined,.0001
North Dakota,Testis / Female,n/a
North Dakota,Testis / Male,.0001
North Dakota,Thyroid / Both sexes combined,0.4
North Dakota,Thyroid / Female,0.5
North Dakota,Thyroid / Male,.0001
North Dakota,Urinary bladder / Both sexes combined,4.2
North Dakota,Urinary bladder / Female,2
North Dakota,Urinary bladder / Male,7.2
North Dakota,Uterine corpus / Both sexes combined,3.3
North Dakota,Uterine corpus / Female,3.3
North Dakota,Uterine corpus / Male,n/a
Ohio,All cancer types combined / Both sexes combined,181.6
Ohio,All cancer types combined / Female,155
Ohio,All cancer types combined / Male,219.6
Ohio,Brain and other nervous system / Both sexes combined,4.5
Ohio,Brain and other nervous system / Female,3.5
Ohio,Brain and other nervous system / Male,5.5
Ohio,Breast / Both sexes combined,23.1 
Ohio,Breast / Female,23.1
Ohio,Breast / Male,n/a
Ohio,Cervix / Both sexes combined,2.5
Ohio,Cervix / Female,2.5
Ohio,Cervix / Male,n/a
Ohio,Colorectum / Both sexes combined,16.3
Ohio,Colorectum / Female,13.6
Ohio,Colorectum / Male,19.8
Ohio,Esophagus / Both sexes combined,5
Ohio,Esophagus / Female,1.7
Ohio,Esophagus / Male,9.1
Ohio,Hodgkin lymphoma / Both sexes combined,0.4
Ohio,Hodgkin lymphoma / Female,0.3
Ohio,Hodgkin lymphoma / Male,0.5
Ohio,Kidney and renal pelvis / Both sexes combined,4.1
Ohio,Kidney and renal pelvis / Female,2.8
Ohio,Kidney and renal pelvis / Male,5.7
Ohio,Larynx / Both sexes combined,1.3
Ohio,Larynx / Female,0.5
Ohio,Larynx / Male,2.2
Ohio,Leukemia / Both sexes combined,7.1
Ohio,Leukemia / Female,5.4
Ohio,Leukemia / Male,9.6
Ohio,Liver and intrahepatic bile duct / Both sexes combined,5.6
Ohio,Liver and intrahepatic bile duct / Female,3.4
Ohio,Liver and intrahepatic bile duct / Male,8.3
Ohio,Lung and bronchus / Both sexes combined,52.8
Ohio,Lung and bronchus / Female,42.7
Ohio,Lung and bronchus / Male,66.5
Ohio,Melanoma of the skin / Both sexes combined,2.9
Ohio,Melanoma of the skin / Female,1.9
Ohio,Melanoma of the skin / Male,4.3
Ohio,Myeloma / Both sexes combined,3.6
Ohio,Myeloma / Female,3
Ohio,Myeloma / Male,4.5
Ohio,Non-Hodgkin lymphoma / Both sexes combined,6.5
Ohio,Non-Hodgkin lymphoma / Female,5.1
Ohio,Non-Hodgkin lymphoma / Male,8.5
Ohio,Oral cavity and pharynx / Both sexes combined,2.5
Ohio,Oral cavity and pharynx / Female,1.3
Ohio,Oral cavity and pharynx / Male,3.9
Ohio,Ovary / Both sexes combined,7.6
Ohio,Ovary / Female,7.6
Ohio,Ovary / Male,n/a
Ohio,Pancreas / Both sexes combined,11.5
Ohio,Pancreas / Female,10
Ohio,Pancreas / Male,13.3
Ohio,Prostate / Both sexes combined,19.9
Ohio,Prostate / Female,n/a
Ohio,Prostate / Male,19.9
Ohio,Stomach / Both sexes combined,2.8
Ohio,Stomach / Female,2
Ohio,Stomach / Male,3.7
Ohio,Testis / Both sexes combined,0.3
Ohio,Testis / Female,n/a
Ohio,Testis / Male,0.3
Ohio,Thyroid / Both sexes combined,0.5
Ohio,Thyroid / Female,0.5
Ohio,Thyroid / Male,0.5
Ohio,Urinary bladder / Both sexes combined,5.1
Ohio,Urinary bladder / Female,2.5
Ohio,Urinary bladder / Male,8.9
Ohio,Uterine corpus / Both sexes combined,5
Ohio,Uterine corpus / Female,5
Ohio,Uterine corpus / Male,n/a
Oklahoma,All cancer types combined / Both sexes combined,187.1
Oklahoma,All cancer types combined / Female,157.4
Oklahoma,All cancer types combined / Male,227.2
Oklahoma,Brain and other nervous system / Both sexes combined,4.6
Oklahoma,Brain and other nervous system / Female,3.8
Oklahoma,Brain and other nervous system / Male,5.6
Oklahoma,Breast / Both sexes combined,23.4 
Oklahoma,Breast / Female,23.4
Oklahoma,Breast / Male,n/a
Oklahoma,Cervix / Both sexes combined,2.9
Oklahoma,Cervix / Female,2.9
Oklahoma,Cervix / Male,n/a
Oklahoma,Colorectum / Both sexes combined,16.8
Oklahoma,Colorectum / Female,13.8
Oklahoma,Colorectum / Male,20.6
Oklahoma,Esophagus / Both sexes combined,4.3
Oklahoma,Esophagus / Female,1.4
Oklahoma,Esophagus / Male,7.8
Oklahoma,Hodgkin lymphoma / Both sexes combined,0.4
Oklahoma,Hodgkin lymphoma / Female,0.4
Oklahoma,Hodgkin lymphoma / Male,0.5
Oklahoma,Kidney and renal pelvis / Both sexes combined,5.2
Oklahoma,Kidney and renal pelvis / Female,3.2
Oklahoma,Kidney and renal pelvis / Male,7.7
Oklahoma,Larynx / Both sexes combined,1
Oklahoma,Larynx / Female,0.3
Oklahoma,Larynx / Male,1.8
Oklahoma,Leukemia / Both sexes combined,7.9
Oklahoma,Leukemia / Female,5.9
Oklahoma,Leukemia / Male,10.6
Oklahoma,Liver and intrahepatic bile duct / Both sexes combined,6
Oklahoma,Liver and intrahepatic bile duct / Female,3.6
Oklahoma,Liver and intrahepatic bile duct / Male,8.9
Oklahoma,Lung and bronchus / Both sexes combined,56.5
Oklahoma,Lung and bronchus / Female,44.9
Oklahoma,Lung and bronchus / Male,71.5
Oklahoma,Melanoma of the skin / Both sexes combined,3.1
Oklahoma,Melanoma of the skin / Female,1.8
Oklahoma,Melanoma of the skin / Male,4.7
Oklahoma,Myeloma / Both sexes combined,3.4
Oklahoma,Myeloma / Female,2.7
Oklahoma,Myeloma / Male,4.5
Oklahoma,Non-Hodgkin lymphoma / Both sexes combined,6.5
Oklahoma,Non-Hodgkin lymphoma / Female,5
Oklahoma,Non-Hodgkin lymphoma / Male,8.3
Oklahoma,Oral cavity and pharynx / Both sexes combined,2.8
Oklahoma,Oral cavity and pharynx / Female,1.3
Oklahoma,Oral cavity and pharynx / Male,4.5
Oklahoma,Ovary / Both sexes combined,8.3
Oklahoma,Ovary / Female,8.3
Oklahoma,Ovary / Male,n/a
Oklahoma,Pancreas / Both sexes combined,11
Oklahoma,Pancreas / Female,9.9
Oklahoma,Pancreas / Male,12.4
Oklahoma,Prostate / Both sexes combined,20.8
Oklahoma,Prostate / Female,n/a
Oklahoma,Prostate / Male,20.8
Oklahoma,Stomach / Both sexes combined,2.9
Oklahoma,Stomach / Female,1.9
Oklahoma,Stomach / Male,4.3
Oklahoma,Testis / Both sexes combined,0.4
Oklahoma,Testis / Female,n/a
Oklahoma,Testis / Male,0.4
Oklahoma,Thyroid / Both sexes combined,0.5
Oklahoma,Thyroid / Female,0.5
Oklahoma,Thyroid / Male,0.5
Oklahoma,Urinary bladder / Both sexes combined,4.6
Oklahoma,Urinary bladder / Female,2.3
Oklahoma,Urinary bladder / Male,7.9
Oklahoma,Uterine corpus / Both sexes combined,3.8
Oklahoma,Uterine corpus / Female,3.8
Oklahoma,Uterine corpus / Male,n/a
Oregon,All cancer types combined / Both sexes combined,167.2
Oregon,All cancer types combined / Female,145.9
Oregon,All cancer types combined / Male,196.2
Oregon,Brain and other nervous system / Both sexes combined,5.1
Oregon,Brain and other nervous system / Female,4.1
Oregon,Brain and other nervous system / Male,6.2
Oregon,Breast / Both sexes combined,20.8 
Oregon,Breast / Female,20.8
Oregon,Breast / Male,n/a
Oregon,Cervix / Both sexes combined,1.9
Oregon,Cervix / Female,1.9
Oregon,Cervix / Male,n/a
Oregon,Colorectum / Both sexes combined,14.2
Oregon,Colorectum / Female,12.2
Oregon,Colorectum / Male,16.6
Oregon,Esophagus / Both sexes combined,4.5
Oregon,Esophagus / Female,1.7
Oregon,Esophagus / Male,7.8
Oregon,Hodgkin lymphoma / Both sexes combined,0.4
Oregon,Hodgkin lymphoma / Female,0.2
Oregon,Hodgkin lymphoma / Male,0.5
Oregon,Kidney and renal pelvis / Both sexes combined,3.9
Oregon,Kidney and renal pelvis / Female,2.4
Oregon,Kidney and renal pelvis / Male,5.6
Oregon,Larynx / Both sexes combined,0.7
Oregon,Larynx / Female,0.2
Oregon,Larynx / Male,1.3
Oregon,Leukemia / Both sexes combined,6.7
Oregon,Leukemia / Female,4.8
Oregon,Leukemia / Male,9
Oregon,Liver and intrahepatic bile duct / Both sexes combined,6.3
Oregon,Liver and intrahepatic bile duct / Female,3.7
Oregon,Liver and intrahepatic bile duct / Male,9.3
Oregon,Lung and bronchus / Both sexes combined,44
Oregon,Lung and bronchus / Female,39.1
Oregon,Lung and bronchus / Male,50.5
Oregon,Melanoma of the skin / Both sexes combined,3.1
Oregon,Melanoma of the skin / Female,2
Oregon,Melanoma of the skin / Male,4.4
Oregon,Myeloma / Both sexes combined,3.5
Oregon,Myeloma / Female,2.7
Oregon,Myeloma / Male,4.5
Oregon,Non-Hodgkin lymphoma / Both sexes combined,6.4
Oregon,Non-Hodgkin lymphoma / Female,4.9
Oregon,Non-Hodgkin lymphoma / Male,8.2
Oregon,Oral cavity and pharynx / Both sexes combined,2.4
Oregon,Oral cavity and pharynx / Female,1.4
Oregon,Oral cavity and pharynx / Male,3.6
Oregon,Ovary / Both sexes combined,8.9
Oregon,Ovary / Female,8.9
Oregon,Ovary / Male,n/a
Oregon,Pancreas / Both sexes combined,10.9
Oregon,Pancreas / Female,9.5
Oregon,Pancreas / Male,12.5
Oregon,Prostate / Both sexes combined,21.2
Oregon,Prostate / Female,n/a
Oregon,Prostate / Male,21.2
Oregon,Stomach / Both sexes combined,2.7
Oregon,Stomach / Female,1.9
Oregon,Stomach / Male,3.5
Oregon,Testis / Both sexes combined,0.1
Oregon,Testis / Female,n/a
Oregon,Testis / Male,0.1
Oregon,Thyroid / Both sexes combined,0.5
Oregon,Thyroid / Female,0.5
Oregon,Thyroid / Male,0.6
Oregon,Urinary bladder / Both sexes combined,4.5
Oregon,Urinary bladder / Female,2
Oregon,Urinary bladder / Male,8
Oregon,Uterine corpus / Both sexes combined,4.5
Oregon,Uterine corpus / Female,4.5
Oregon,Uterine corpus / Male,n/a
Pennsylvania,All cancer types combined / Both sexes combined,174.3
Pennsylvania,All cancer types combined / Female,149.4
Pennsylvania,All cancer types combined / Male,210.5
Pennsylvania,Brain and other nervous system / Both sexes combined,4.2
Pennsylvania,Brain and other nervous system / Female,3.5
Pennsylvania,Brain and other nervous system / Male,5.1
Pennsylvania,Breast / Both sexes combined,22.2 
Pennsylvania,Breast / Female,22.2
Pennsylvania,Breast / Male,n/a
Pennsylvania,Cervix / Both sexes combined,2.1
Pennsylvania,Cervix / Female,2.1
Pennsylvania,Cervix / Male,n/a
Pennsylvania,Colorectum / Both sexes combined,15.9
Pennsylvania,Colorectum / Female,13.5
Pennsylvania,Colorectum / Male,18.9
Pennsylvania,Esophagus / Both sexes combined,4.8
Pennsylvania,Esophagus / Female,1.7
Pennsylvania,Esophagus / Male,8.6
Pennsylvania,Hodgkin lymphoma / Both sexes combined,0.3
Pennsylvania,Hodgkin lymphoma / Female,0.3
Pennsylvania,Hodgkin lymphoma / Male,0.4
Pennsylvania,Kidney and renal pelvis / Both sexes combined,3.8
Pennsylvania,Kidney and renal pelvis / Female,2.6
Pennsylvania,Kidney and renal pelvis / Male,5.5
Pennsylvania,Larynx / Both sexes combined,1.1
Pennsylvania,Larynx / Female,0.4
Pennsylvania,Larynx / Male,2
Pennsylvania,Leukemia / Both sexes combined,7.1
Pennsylvania,Leukemia / Female,5.5
Pennsylvania,Leukemia / Male,9.5
Pennsylvania,Liver and intrahepatic bile duct / Both sexes combined,5.9
Pennsylvania,Liver and intrahepatic bile duct / Female,3.5
Pennsylvania,Liver and intrahepatic bile duct / Male,8.7
Pennsylvania,Lung and bronchus / Both sexes combined,46.4
Pennsylvania,Lung and bronchus / Female,37.1
Pennsylvania,Lung and bronchus / Male,59
Pennsylvania,Melanoma of the skin / Both sexes combined,2.9
Pennsylvania,Melanoma of the skin / Female,1.9
Pennsylvania,Melanoma of the skin / Male,4.2
Pennsylvania,Myeloma / Both sexes combined,3.3
Pennsylvania,Myeloma / Female,2.7
Pennsylvania,Myeloma / Male,4.2
Pennsylvania,Non-Hodgkin lymphoma / Both sexes combined,6.3
Pennsylvania,Non-Hodgkin lymphoma / Female,4.9
Pennsylvania,Non-Hodgkin lymphoma / Male,8.3
Pennsylvania,Oral cavity and pharynx / Both sexes combined,2.2
Pennsylvania,Oral cavity and pharynx / Female,1.2
Pennsylvania,Oral cavity and pharynx / Male,3.4
Pennsylvania,Ovary / Both sexes combined,7.9
Pennsylvania,Ovary / Female,7.9
Pennsylvania,Ovary / Male,n/a
Pennsylvania,Pancreas / Both sexes combined,11.6
Pennsylvania,Pancreas / Female,10
Pennsylvania,Pancreas / Male,13.6
Pennsylvania,Prostate / Both sexes combined,19.7
Pennsylvania,Prostate / Female,n/a
Pennsylvania,Prostate / Male,19.7
Pennsylvania,Stomach / Both sexes combined,2.9
Pennsylvania,Stomach / Female,2
Pennsylvania,Stomach / Male,4.1
Pennsylvania,Testis / Both sexes combined,0.3
Pennsylvania,Testis / Female,n/a
Pennsylvania,Testis / Male,0.3
Pennsylvania,Thyroid / Both sexes combined,0.5
Pennsylvania,Thyroid / Female,0.5
Pennsylvania,Thyroid / Male,0.5
Pennsylvania,Urinary bladder / Both sexes combined,4.8
Pennsylvania,Urinary bladder / Female,2.3
Pennsylvania,Urinary bladder / Male,8.6
Pennsylvania,Uterine corpus / Both sexes combined,5.3
Pennsylvania,Uterine corpus / Female,5.3
Pennsylvania,Uterine corpus / Male,n/a
Rhode Island,All cancer types combined / Both sexes combined,169.7
Rhode Island,All cancer types combined / Female,143.5
Rhode Island,All cancer types combined / Male,209.2
Rhode Island,Brain and other nervous system / Both sexes combined,4.3
Rhode Island,Brain and other nervous system / Female,3.4
Rhode Island,Brain and other nervous system / Male,5.4
Rhode Island,Breast / Both sexes combined,18.8 
Rhode Island,Breast / Female,18.8
Rhode Island,Breast / Male,n/a
Rhode Island,Cervix / Both sexes combined,1.2
Rhode Island,Cervix / Female,1.2
Rhode Island,Cervix / Male,n/a
Rhode Island,Colorectum / Both sexes combined,14.4
Rhode Island,Colorectum / Female,12.9
Rhode Island,Colorectum / Male,16.4
Rhode Island,Esophagus / Both sexes combined,4.6
Rhode Island,Esophagus / Female,1.6
Rhode Island,Esophagus / Male,8.5
Rhode Island,Hodgkin lymphoma / Both sexes combined,0.4
Rhode Island,Hodgkin lymphoma / Female,0.3
Rhode Island,Hodgkin lymphoma / Male,0.5
Rhode Island,Kidney and renal pelvis / Both sexes combined,3.5
Rhode Island,Kidney and renal pelvis / Female,1.8
Rhode Island,Kidney and renal pelvis / Male,5.9
Rhode Island,Larynx / Both sexes combined,1.1
Rhode Island,Larynx / Female,0.6
Rhode Island,Larynx / Male,1.9
Rhode Island,Leukemia / Both sexes combined,6.5
Rhode Island,Leukemia / Female,4.7
Rhode Island,Leukemia / Male,9
Rhode Island,Liver and intrahepatic bile duct / Both sexes combined,6.8
Rhode Island,Liver and intrahepatic bile duct / Female,3.4
Rhode Island,Liver and intrahepatic bile duct / Male,11.1
Rhode Island,Lung and bronchus / Both sexes combined,48.8
Rhode Island,Lung and bronchus / Female,41.8
Rhode Island,Lung and bronchus / Male,59.1
Rhode Island,Melanoma of the skin / Both sexes combined,2.6
Rhode Island,Melanoma of the skin / Female,2
Rhode Island,Melanoma of the skin / Male,3.5
Rhode Island,Myeloma / Both sexes combined,3
Rhode Island,Myeloma / Female,2.5
Rhode Island,Myeloma / Male,3.7
Rhode Island,Non-Hodgkin lymphoma / Both sexes combined,5.7
Rhode Island,Non-Hodgkin lymphoma / Female,4.7
Rhode Island,Non-Hodgkin lymphoma / Male,6.8
Rhode Island,Oral cavity and pharynx / Both sexes combined,1.9
Rhode Island,Oral cavity and pharynx / Female,1.2
Rhode Island,Oral cavity and pharynx / Male,2.7
Rhode Island,Ovary / Both sexes combined,6.7
Rhode Island,Ovary / Female,6.7
Rhode Island,Ovary / Male,n/a
Rhode Island,Pancreas / Both sexes combined,10.6
Rhode Island,Pancreas / Female,9.1
Rhode Island,Pancreas / Male,12.6
Rhode Island,Prostate / Both sexes combined,19.8
Rhode Island,Prostate / Female,n/a
Rhode Island,Prostate / Male,19.8
Rhode Island,Stomach / Both sexes combined,3.6
Rhode Island,Stomach / Female,2.6
Rhode Island,Stomach / Male,4.8
Rhode Island,Testis / Both sexes combined,.0001
Rhode Island,Testis / Female,n/a
Rhode Island,Testis / Male,.0001
Rhode Island,Thyroid / Both sexes combined,0.5
Rhode Island,Thyroid / Female,0.4
Rhode Island,Thyroid / Male,0.8
Rhode Island,Urinary bladder / Both sexes combined,5.2
Rhode Island,Urinary bladder / Female,2.7
Rhode Island,Urinary bladder / Male,9
Rhode Island,Uterine corpus / Both sexes combined,4.6
Rhode Island,Uterine corpus / Female,4.6
Rhode Island,Uterine corpus / Male,n/a
South Carolina,All cancer types combined / Both sexes combined,177.7
South Carolina,All cancer types combined / Female,145.7
South Carolina,All cancer types combined / Male,223
South Carolina,Brain and other nervous system / Both sexes combined,4.4
South Carolina,Brain and other nervous system / Female,3.3
South Carolina,Brain and other nervous system / Male,5.8
South Carolina,Breast / Both sexes combined,22.7 
South Carolina,Breast / Female,22.7
South Carolina,Breast / Male,n/a
South Carolina,Cervix / Both sexes combined,2.6
South Carolina,Cervix / Female,2.6
South Carolina,Cervix / Male,n/a
South Carolina,Colorectum / Both sexes combined,15.5
South Carolina,Colorectum / Female,12.9
South Carolina,Colorectum / Male,18.7
South Carolina,Esophagus / Both sexes combined,4.1
South Carolina,Esophagus / Female,1.6
South Carolina,Esophagus / Male,7.1
South Carolina,Hodgkin lymphoma / Both sexes combined,0.3
South Carolina,Hodgkin lymphoma / Female,0.2
South Carolina,Hodgkin lymphoma / Male,0.5
South Carolina,Kidney and renal pelvis / Both sexes combined,4
South Carolina,Kidney and renal pelvis / Female,2.3
South Carolina,Kidney and renal pelvis / Male,6.2
South Carolina,Larynx / Both sexes combined,1.3
South Carolina,Larynx / Female,0.4
South Carolina,Larynx / Male,2.5
South Carolina,Leukemia / Both sexes combined,6.7
South Carolina,Leukemia / Female,4.9
South Carolina,Leukemia / Male,9.3
South Carolina,Liver and intrahepatic bile duct / Both sexes combined,5.9
South Carolina,Liver and intrahepatic bile duct / Female,3.3
South Carolina,Liver and intrahepatic bile duct / Male,9.1
South Carolina,Lung and bronchus / Both sexes combined,50.3
South Carolina,Lung and bronchus / Female,37.8
South Carolina,Lung and bronchus / Male,67
South Carolina,Melanoma of the skin / Both sexes combined,2.7
South Carolina,Melanoma of the skin / Female,1.7
South Carolina,Melanoma of the skin / Male,4.1
South Carolina,Myeloma / Both sexes combined,4.1
South Carolina,Myeloma / Female,3.5
South Carolina,Myeloma / Male,4.9
South Carolina,Non-Hodgkin lymphoma / Both sexes combined,5.6
South Carolina,Non-Hodgkin lymphoma / Female,4.4
South Carolina,Non-Hodgkin lymphoma / Male,7.2
South Carolina,Oral cavity and pharynx / Both sexes combined,2.9
South Carolina,Oral cavity and pharynx / Female,1.5
South Carolina,Oral cavity and pharynx / Male,4.7
South Carolina,Ovary / Both sexes combined,7.2
South Carolina,Ovary / Female,7.2
South Carolina,Ovary / Male,n/a
South Carolina,Pancreas / Both sexes combined,11.2
South Carolina,Pancreas / Female,9.7
South Carolina,Pancreas / Male,13.1
South Carolina,Prostate / Both sexes combined,23.4
South Carolina,Prostate / Female,n/a
South Carolina,Prostate / Male,23.4
South Carolina,Stomach / Both sexes combined,3.8
South Carolina,Stomach / Female,2.5
South Carolina,Stomach / Male,5.4
South Carolina,Testis / Both sexes combined,0.2
South Carolina,Testis / Female,n/a
South Carolina,Testis / Male,0.2
South Carolina,Thyroid / Both sexes combined,0.5
South Carolina,Thyroid / Female,0.4
South Carolina,Thyroid / Male,0.5
South Carolina,Urinary bladder / Both sexes combined,4.2
South Carolina,Urinary bladder / Female,2.3
South Carolina,Urinary bladder / Male,7.2
South Carolina,Uterine corpus / Both sexes combined,4.6
South Carolina,Uterine corpus / Female,4.6
South Carolina,Uterine corpus / Male,n/a
South Dakota,All cancer types combined / Both sexes combined,163.4
South Dakota,All cancer types combined / Female,138.5
South Dakota,All cancer types combined / Male,196.9
South Dakota,Brain and other nervous system / Both sexes combined,5.4
South Dakota,Brain and other nervous system / Female,4.2
South Dakota,Brain and other nervous system / Male,6.7
South Dakota,Breast / Both sexes combined,20.2 
South Dakota,Breast / Female,20.2
South Dakota,Breast / Male,n/a
South Dakota,Cervix / Both sexes combined,1.6
South Dakota,Cervix / Female,1.6
South Dakota,Cervix / Male,n/a
South Dakota,Colorectum / Both sexes combined,16
South Dakota,Colorectum / Female,12.8
South Dakota,Colorectum / Male,19.8
South Dakota,Esophagus / Both sexes combined,4.6
South Dakota,Esophagus / Female,1.5
South Dakota,Esophagus / Male,8.3
South Dakota,Hodgkin lymphoma / Both sexes combined,.0001
South Dakota,Hodgkin lymphoma / Female,.0001
South Dakota,Hodgkin lymphoma / Male,.0001
South Dakota,Kidney and renal pelvis / Both sexes combined,4.5
South Dakota,Kidney and renal pelvis / Female,3.1
South Dakota,Kidney and renal pelvis / Male,6
South Dakota,Larynx / Both sexes combined,0.7
South Dakota,Larynx / Female,.0001
South Dakota,Larynx / Male,1.2
South Dakota,Leukemia / Both sexes combined,8.3
South Dakota,Leukemia / Female,5.9
South Dakota,Leukemia / Male,11.4
South Dakota,Liver and intrahepatic bile duct / Both sexes combined,4.9
South Dakota,Liver and intrahepatic bile duct / Female,3.5
South Dakota,Liver and intrahepatic bile duct / Male,6.5
South Dakota,Lung and bronchus / Both sexes combined,43.8
South Dakota,Lung and bronchus / Female,35.2
South Dakota,Lung and bronchus / Male,55.5
South Dakota,Melanoma of the skin / Both sexes combined,2.4
South Dakota,Melanoma of the skin / Female,1.8
South Dakota,Melanoma of the skin / Male,3.1
South Dakota,Myeloma / Both sexes combined,3.4
South Dakota,Myeloma / Female,2.8
South Dakota,Myeloma / Male,4
South Dakota,Non-Hodgkin lymphoma / Both sexes combined,5.7
South Dakota,Non-Hodgkin lymphoma / Female,4.3
South Dakota,Non-Hodgkin lymphoma / Male,7.5
South Dakota,Oral cavity and pharynx / Both sexes combined,2.2
South Dakota,Oral cavity and pharynx / Female,1.2
South Dakota,Oral cavity and pharynx / Male,3.5
South Dakota,Ovary / Both sexes combined,6.7
South Dakota,Ovary / Female,6.7
South Dakota,Ovary / Male,n/a
South Dakota,Pancreas / Both sexes combined,10.4
South Dakota,Pancreas / Female,9.1
South Dakota,Pancreas / Male,11.6
South Dakota,Prostate / Both sexes combined,19.5
South Dakota,Prostate / Female,n/a
South Dakota,Prostate / Male,19.5
South Dakota,Stomach / Both sexes combined,2.4
South Dakota,Stomach / Female,1.9
South Dakota,Stomach / Male,2.9
South Dakota,Testis / Both sexes combined,.0001
South Dakota,Testis / Female,n/a
South Dakota,Testis / Male,.0001
South Dakota,Thyroid / Both sexes combined,0.6
South Dakota,Thyroid / Female,0.6
South Dakota,Thyroid / Male,0.5
South Dakota,Urinary bladder / Both sexes combined,3.8
South Dakota,Urinary bladder / Female,1.6
South Dakota,Urinary bladder / Male,6.9
South Dakota,Uterine corpus / Both sexes combined,4.4
South Dakota,Uterine corpus / Female,4.4
South Dakota,Uterine corpus / Male,n/a
Tennessee,All cancer types combined / Both sexes combined,188.1
Tennessee,All cancer types combined / Female,153.9
Tennessee,All cancer types combined / Male,236.2
Tennessee,Brain and other nervous system / Both sexes combined,4.8
Tennessee,Brain and other nervous system / Female,3.9
Tennessee,Brain and other nervous system / Male,5.9
Tennessee,Breast / Both sexes combined,22.1 
Tennessee,Breast / Female,22.1
Tennessee,Breast / Male,n/a
Tennessee,Cervix / Both sexes combined,2.7
Tennessee,Cervix / Female,2.7
Tennessee,Cervix / Male,n/a
Tennessee,Colorectum / Both sexes combined,16.6
Tennessee,Colorectum / Female,14
Tennessee,Colorectum / Male,20.1
Tennessee,Esophagus / Both sexes combined,4.1
Tennessee,Esophagus / Female,1.3
Tennessee,Esophagus / Male,7.6
Tennessee,Hodgkin lymphoma / Both sexes combined,0.4
Tennessee,Hodgkin lymphoma / Female,0.3
Tennessee,Hodgkin lymphoma / Male,0.5
Tennessee,Kidney and renal pelvis / Both sexes combined,4.3
Tennessee,Kidney and renal pelvis / Female,2.6
Tennessee,Kidney and renal pelvis / Male,6.4
Tennessee,Larynx / Both sexes combined,1.3
Tennessee,Larynx / Female,0.5
Tennessee,Larynx / Male,2.4
Tennessee,Leukemia / Both sexes combined,7.4
Tennessee,Leukemia / Female,5.4
Tennessee,Leukemia / Male,10.1
Tennessee,Liver and intrahepatic bile duct / Both sexes combined,6.5
Tennessee,Liver and intrahepatic bile duct / Female,3.7
Tennessee,Liver and intrahepatic bile duct / Male,9.8
Tennessee,Lung and bronchus / Both sexes combined,58.6
Tennessee,Lung and bronchus / Female,43.7
Tennessee,Lung and bronchus / Male,78.4
Tennessee,Melanoma of the skin / Both sexes combined,3.1
Tennessee,Melanoma of the skin / Female,1.7
Tennessee,Melanoma of the skin / Male,5
Tennessee,Myeloma / Both sexes combined,3.7
Tennessee,Myeloma / Female,2.9
Tennessee,Myeloma / Male,4.8
Tennessee,Non-Hodgkin lymphoma / Both sexes combined,6.3
Tennessee,Non-Hodgkin lymphoma / Female,4.8
Tennessee,Non-Hodgkin lymphoma / Male,8.3
Tennessee,Oral cavity and pharynx / Both sexes combined,3.1
Tennessee,Oral cavity and pharynx / Female,1.6
Tennessee,Oral cavity and pharynx / Male,5
Tennessee,Ovary / Both sexes combined,7.7
Tennessee,Ovary / Female,7.7
Tennessee,Ovary / Male,n/a
Tennessee,Pancreas / Both sexes combined,11.1
Tennessee,Pancreas / Female,10
Tennessee,Pancreas / Male,12.6
Tennessee,Prostate / Both sexes combined,20.7
Tennessee,Prostate / Female,n/a
Tennessee,Prostate / Male,20.7
Tennessee,Stomach / Both sexes combined,3.1
Tennessee,Stomach / Female,2.1
Tennessee,Stomach / Male,4.3
Tennessee,Testis / Both sexes combined,0.2
Tennessee,Testis / Female,n/a
Tennessee,Testis / Male,0.2
Tennessee,Thyroid / Both sexes combined,0.4
Tennessee,Thyroid / Female,0.4
Tennessee,Thyroid / Male,0.4
Tennessee,Urinary bladder / Both sexes combined,4.3
Tennessee,Urinary bladder / Female,2.1
Tennessee,Urinary bladder / Male,7.5
Tennessee,Uterine corpus / Both sexes combined,3.9
Tennessee,Uterine corpus / Female,3.9
Tennessee,Uterine corpus / Male,n/a
Texas,All cancer types combined / Both sexes combined,159.4
Texas,All cancer types combined / Female,133.2
Texas,All cancer types combined / Male,195.1
Texas,Brain and other nervous system / Both sexes combined,4.1
Texas,Brain and other nervous system / Female,3.3
Texas,Brain and other nervous system / Male,4.9
Texas,Breast / Both sexes combined,20.4 
Texas,Breast / Female,20.4
Texas,Breast / Male,n/a
Texas,Cervix / Both sexes combined,2.8
Texas,Cervix / Female,2.8
Texas,Cervix / Male,n/a
Texas,Colorectum / Both sexes combined,14.8
Texas,Colorectum / Female,11.9
Texas,Colorectum / Male,18.3
Texas,Esophagus / Both sexes combined,3.3
Texas,Esophagus / Female,1.1
Texas,Esophagus / Male,5.9
Texas,Hodgkin lymphoma / Both sexes combined,0.4
Texas,Hodgkin lymphoma / Female,0.3
Texas,Hodgkin lymphoma / Male,0.5
Texas,Kidney and renal pelvis / Both sexes combined,4.5
Texas,Kidney and renal pelvis / Female,2.9
